,text
862,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Beceri eğitimi yaptırılan çocuk gelişimi ve eğitimi öğrencilerinin hizmetlerinden okul öncesi eğitim kurumlarında yararlanılabilir mi? Bir şubede kaç stajyer bulunabilir?[/INST]  3308 sayılı Mesleki Eğitim Kanunu gereğince mesleki eğitim kapsamında beceri eğitimi yaptırılan çocuk gelişimi ve eğitimi öğrencilerinin hizmetlerinden de yararlanıldığı Millî Eğitim Bakanlığı Okul Öncesi Eğitim ve İlköğretim Kurumları Yönetmeliğinde belirtilmektedir. Bu doğrultuda mevzu bahis Yönetmeliğin 45’inci maddesinin üçüncü fıkrasındaki “İl/ilçe millî eğitim müdürlüklerince bir şubede en fazla bir stajyer öğrenci olmak kaydıyla okul öncesi eğitim kurumlarında 5/6/1986 tarihli ve 3308 sayılı Mesleki Eğitim Kanunu gereğince mesleki eğitim kapsamında beceri eğitimi yaptırılan çocuk gelişimi ve eğitimi öğrencilerinin hizmetlerinden de yararlanılır. Beceri eğitimi yapacak öğrenci sayısının o il/ilçe merkezindeki okul öncesi şube sayısından fazla olması durumunda; her şubeye birer öğrenci verilmiş olması kaydı ile bir şubeye birden fazla da öğrenci verilebilir. Bu öğrencilerin okul/sınıflara yoğunlaşmayı engelleyecek şekilde dengeli olarak dağıtımı sağlanır. Beceri eğitimi yapılacak okul öncesi eğitim kurumlarının planlaması il/ilçe millî eğitim müdürlükleri tarafından yapılır.” hükmü gereği öncelikle bir il/ilçe merkezinde her bir şubede en az bir stajyer öğrenci bulundurulur. Stajyer öğrenci sayısının bir il/ilçe merkezinde okul öncesi şube sayısından fazla olması durumunda bir şubeye ikinci bir stajyer öğrenci verilebilir.</s>
863,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Çocuk kulüplerinde ne tür etkinlikler yapılır?[/INST]  Çocuk kulüplerinde yapılacak etkinlikler,Millî Eğitim Bakanlığı Okul Öncesi Eğitim ve İlköğretim Kurumları Çocuk Kulüpleri Yönergesinin 7’nci maddesinin birinci fıkrasında yer alan “Kulüp etkinlikleri, Türk millî eğitimin genel amaç ve temel ilkeleri ile eğitim/öğretim programlarına uygun olarak yürütülür.” ve aynı maddenin ikinci fıkrasında belirtilen “(Değişik 10/03/2016 tarih ve 2852884 sayılı Makam Oluru) Çocuk kulübü etkinliklerinde; çocuk/öğrencilerin yaş ve gelişim durumlarına göre geleneksel çocuk oyunları, halk oyunları, güzel sanatlar, beden eğitimi ve spor çalışmaları, değerler eğitimi, yabancı dil, bilim olimpiyatları ve proje çalışmaları ile gelişim alanlarını destekleyecek benzeri faaliyetler yapılır. Ancak, ilköğretim kurumlarında yaz tatilinde açılacak kulüp faaliyetlerinde günlük iki saati geçmemek üzere eğitim ve öğretimi destekleyici çalışmalara yer verilebilir.” hükmü doğrultusunda belirlenir.</s>"
864,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Çocuk kulüplerinin çalışma saatleri nasıldır?[/INST]  Millî Eğitim Bakanlığı Okul Öncesi Eğitim ve İlköğretim Kurumları Çocuk Kulüpleri Yönergesinin “Kulübün çalışma esasları” başlıklı 6’ncı maddesinin birinci fıkrasının (c) bendinde geçen “(Değişik 10/03/2016 tarih ve 2852884 sayılı Makam Oluru) Kulüp etkinlik saati günlük 2 çalışma saatinden az, 6 çalışma saatinden çok olamaz. Etkinliklerin en geç saat 18.30’da sona erdirilmesi zorunludur. Yarıyıl ve yaz tatilinde günlük 10 etkinlik saatine kadar kulüp faaliyeti yapılabilir.” hükmü gereği eğitim saatleri dışındaki zamanlarda açılan çocuk kulüplerinde yürütülen etkinlikler en geç 18.30’da sonlandırılmalıdır.</s>"
865,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Çocuk kulüplerinde kimler görev alabilir?[/INST]  Millî Eğitim Bakanlığı Okul Öncesi Eğitim ve İlköğretim Kurumları Çocuk Kulüpleri Yönergesinin “Kulüp koordinatör öğretmeni, öğretmen ve usta öğretici görevlendirilmesi ve görevleri” başlıklı 12’inci maddesindeki “(1) Çocuk kulübünde görevlendirilecek usta öğretici/öğretmen ve gerekmesi hâlinde koordinatör öğretmen, yönetim kurulunca tespit edilir. İhtiyaçtan fazla başvuru olması hâlinde, görevlendirme işlemlerindeki öncelik; diploma, sertifika, iş deneyimi ve benzeri hususlar belgeye dayalı olarak yönetim kurulunca belirlenerek seçim yapılır ve dosyasında bulundurulur. (2) Alan dışından görevlendirilen usta öğreticilere, rehberlik ve gözetim faaliyetlerini yürütmek üzere üç gruba kadar 1 (bir) koordinatör öğretmen görevlendirilir. Grup sayısının üçü geçmesi halinde ikinci koordinatör öğretmen görevlendirilir. İstekli olmaması durumunda okul dışından da alan mezunu öğretmenler koordinatör öğretmen olarak görevlendirilebilir. (3) Çocuk kulübünde görevlendirilen usta öğretici/öğretmen ve koordinatör öğretmen, en az 15 gün önceden görevlendirme onayının iptalini isteyebilir. Bu kişiler, yerlerine görevlendirme yapılıncaya kadar görevlerini sürdürürler. Bu süre 15 günü geçemez.” hükümler gereği çocuk kulüplerinde usta öğretici/öğretmen ve gerekmesi halinde koordinatör öğretmen görevlendirilebilir. Öğretmenlerin ve usta öğreticilerin çocuk kulüplerinde görev alması isteğe bağlıdır.</s>"
866,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Okul öncesi eğitim kurumlarında açılan çocuk kulüplerine kayıt ne zaman başlar ve bu kulüplere kimlerin kaydı yapılabilir?[/INST]  Millî Eğitim Bakanlığı Okul Öncesi Eğitim ve İlköğretim Kurumları Çocuk Kulüpleri Yönergesinin “Kayıt zamanı” başlıklı 8’inci maddesine göre çocuk kulüpleri kayıtları ilgili eğitim öğretim yılı kayıtları ile başlar ve eğitim öğretim yılı süresince devam eder. Aynı Yönergenin 9’uncu maddesine göre çocuk kulübüne kayıtlarda sırasıyla “çocuk kulübünün kurulduğu okula kayıtlı olan çocuklara, çocuk kulübü kurulmayan okullardaki çocuklara ve herhangi bir okula kaydı olmayan okul öncesi eğitim çağındaki çocuklara” öncelik verilir. Müracaatın fazla olması durumunda bu belirlemeler veliler huzurunda kura ile yapılır.Kulübe kaydı yapılan çocuğun velisi ile Çocuk Kulübü Sözleşmesi (EK-2) imzalanır.</s>"
867,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Okul öncesi eğitim kurumlarında çocuk kulübü açılabilir mi?[/INST]  Okul öncesi eğitim kurumlarında çocuk kulüpleri gerekli şartların sağlanması durumunda açılabilir. Millî Eğitim Bakanlığı Okul Öncesi Eğitim ve İlköğretim Kurumları Çocuk Kulüpleri Yönergesinin 5’inci maddesinin birinci fıkrasında “Alan taraması yapılarak, çağ nüfusunun eğitim talebinin karşılandığı okul öncesi eğitim kurumları ile (Değişik İbare 10/03/2016 tarih ve 2852884 sayılı Makam Oluru) ilköğretim kurumlarında, personel ve fizikî imkânların yeterli olması, uygun eğitim ortamı bulunması ve kulüp için en az 10 çocuk velisinin başvuruda bulunması durumunda, okul müdürlüğünün teklifi ve il/ilçe millî eğitim müdürlüğünün onayı (Ek-1) ile çocuk kulübü kurulur. Çocuk kulübü, kurulduğu okulun adını alır.” ifadesi yer almaktadır. Bu kapsamda aynı Yönergenin 5’inci maddesinin ikinci fıkrasında yer verilen “Okul yönetimi, bir sonraki eğitim ve öğretim yılı için okulda kurulacak kulüplere kayıtlar başlamadan önce; kurumun türünü, imkân ve şartlarını, öğrencilerin sınıf seviyesini, çevrenin sosyo- ekonomik, kültürel ve coğrafi özelliklerini dikkate alarak karar verir.” hükmü doğrultusunda okul yönetimince gerekli iş ve işlemler yürütülür. Okul öncesi eğitim kurumları ile ilköğretim kurumlarında açılacak çocuk kulübü Millî Eğitim Bakanlığı Okul Öncesi Eğitim ve İlköğretim Kurumları Çocuk Kulüpleri Yönergesinin 5’inci maddesinin yedinci fıkrası gereği isteğe bağlı ve ücretlidir; ayrıca veliler, çocuklarını çocuk kulübüne kayıt yaptırmaya zorlanamaz.</s>"
868,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Taşıma yoluyla eğitim yapılan okullar bünyesinde görev yapan okul öncesi öğretmenleri ders saati bittiği halde okul çıkış saatine kadar okulda bekletilebilirler mi?[/INST]  Millî Eğitim Bakanlığı Okul Öncesi Eğitim ve İlköğretim Kurumları Yönetmeliği’nin 44. maddesinin ikinci fıkrasındaki ""Bağımsız anaokulu, ana sınıfı ve uygulama sınıfı öğretmenleri okul öncesi eğitim öğrencilerinin bulunduğu alanlarda, kendi devrelerinde veetkinlik saatleri dışındaki zamanlarda nöbet tutarlar."" hükmü gereği okul öncesi öğretmenleri nöbet görevlerini sadece okul öncesi öğrencilerinin olduğu alanlarda, ders başlamadan önce ve ders bitiminden sonra yerine getirirler. Ana sınıflarında görev yapan okul öncesi öğretmenlerin ders bitimindeki nöbet görevleri 50’şer dakikalık günlük 6 etkinlik saati derslerinin bitiminden sonra başladığı için bu öğretmenlere, diğer öğrencilerin (ilkokul, ortaokul, lise) son ders bitimi dikkate alınarak ve diğer sınıfların son ders çıkışına kadar bekletilerek nöbet görevi verilemez.</s>"
869,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Okul öncesi öğretmenleri teneffüslerde koridorda, katlarda ve bahçede nöbet tutarlar mı?[/INST]  Millî Eğitim Bakanlığı Okul Öncesi Eğitim ve İlköğretim Kurumları Yönetmeliği’nin 44’üncü maddesinin ikinci fıkrasındaki ""Bağımsız anaokulu, ana sınıfı ve uygulama sınıfı öğretmenleri okul öncesi eğitim öğrencilerinin bulunduğu alanlarda, kendi devrelerinde ve etkinlik saatleri dışındaki zamanlarda nöbet tutarlar."" hükmü gereği okul öncesi öğretmenleri nöbet görevlerini sadece okul öncesi öğrencilerinin olduğu alanlarda, ders başlamadan önce ve ders bitiminden sonra yerine getirirler. İlgili okulun teneffüs saatlerinde okul öncesi öğretmeni kendi sınıfında çocukların başında olduğu için teneffüs nöbetini de fiili olarak tutmuş sayılmaktadır. Yönetmelik hükmü gereği bu öğretmenlere, dersler başlamadan önce veya ders saatlerinden sonra okul öncesi öğrencilerinin olmadığı katlarda, koridorlarda veya bahçelerde nöbet tutturulması, okulun teneffüs saatlerinde nöbet görevi adı altında sınıflarından dışarıda görev verilmesi mümkün değildir. Okul öncesi öğretmenlerinin nöbet görevi; diğer öğretmenlerin nöbetlerinde olduğu gibi derslerin başlamasından 30 dakika önce başlar, anaokulu, ana sınıfı veya uygulama sınıfının son dersinin bitiminden 30 dakika sonra da sona erer. İlgili okulun öğretmenler kurulunda alınan karara göre bu süreler 15 dakikadan az olmamak üzere kısaltılabilir. Ana sınıflarında görev yapan okul öncesi öğretmenlerin ders bitimindeki nöbet görevleri 50’şer dakikalık günlük 6 etkinlik saati derslerinin bitiminden sonra başladığı için bu öğretmenlere, diğer öğrencilerin (ilkokul, ortaokul, lise) son ders bitimi dikkate alınarak ve diğer sınıfların son ders çıkışına kadar bekletilerek nöbet görevi verilemez.</s>"
870,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Okul öncesi eğitim kurumlarında etkinlik saati süreleri nasıldır? Okul öncesi eğitim kurumlarında teneffüs yapılabilir mi?[/INST]  Millî Eğitim Bakanlığı Okul Öncesi Eğitim ve İlköğretim Kurumları Yönetmeliğinin “Etkinlik, ders, etüt ve dinlenme süreleri” başlıklı 6. maddesinin (a) bendinde yer verilen “okul öncesi eğitim kurumlarında güne başlama oyun, beslenme, temizlik, etkinlik, dinlenme ve günü değerlendirme zamanlarını da içerecek şekilde günde ellişer dakikalık aralıksız 6 etkinlik saati süre ile normal eğitim yapılması esastır.” ifadesi gereği okul öncesi eğitim kurumlarında eğitimin aralıksızolacak şekilde ve her bir etkinlik saatinin 50 dakika olacak şekilde uygulanması gerekmektedir. Bu maddeden okul öncesi eğitim kurumlarında teneffüs uygulaması bulunmadığı ve etkinlik saatlerinin güne başlama, oyun, beslenme, temizlik, etkinlik, dinlenme ve günü değerlendirme zamanlarını da içerdiği anlaşılmaktadır. Dünya ülkelerinde olduğu gibi ülkemizde de okul öncesi eğitimde yaş grubunun küçük olmasından dolayı etkinlik saatleri; beslenme, dinlenme, serbest etkinlik gibi faaliyetleri de  kapsayacak şekilde bütüncül  bir şekilde uygulanmaktadır. Her mesleğin kendine has özelliği ve zorunlulukları olduğu gibi etkinliklerin kesintisiz ve bütüncül olarak yürütülmesi de okul öncesi eğitimin bir özelliği ve gereğidir. Henüz öz bakım becerileri gelişmemiş çocuklara öğretmen gözetim ve denetimi olmaksızın teneffüs yaptırılması pedagojik açıdan uygun değildir.</s>"
871,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Okul öncesi eğitim kurumları kayıtlar nasıl yaptırılır? Okul öncesi eğitim kurumlarında nakil nasıl yapılır?[/INST]  Okul öncesi eğitim kurumlarında çocukların kayıtları Millî Eğitim Bakanlığı Okul Öncesi Eğitim ve İlköğretim Kurumları Yönetmeliğinin 11’inci maddesinin birinci fıkrasındaki “(Değişik:RG-25/6/2015-29397)  Okul öncesi eğitim ve ilköğretim kurumlarında yeni kayıtlar, temmuz ayının ilk iş gününde başlar. Kayıt işlemi, 25/4/2006 tarihli ve 5490 sayılı Nüfus Hizmetleri Kanunu hükümlerince oluşturulan ulusal adres veri tabanındaki yerleşim yeri adres bilgileri esas alınarak, e-Okul sistemi üzerinden yapılır. Kayıt işlemleri sırasında veliden herhangi bir belge talep edilmez.” hükmü ve aynı Yönetmeliğin 11’inci maddesinin beşinci fıkrasının (e) bendindeki “Çocuğun aday kaydı e-Okul sistemi üzerinden alınır. Kesin kaydı yapılan çocukların velilerine Acil Durumlarda Başvuru Formu EK-1doldurtularak Sözleşme EK-2 imzalanır.” hükmü gereği yapılır. Okul öncesi eğitim ve ilköğretim kurumlarında öğrenci nakli Millî Eğitim Bakanlığı Okul Öncesi Eğitim ve İlköğretim Kurumları Yönetmeliğinin 12’nci maddesindeki “(1) Okul yönetimi, bu Yönetmeliğin 10 uncu ve 11 inci maddelerinin ilgili hükümlerindeki şartları taşıyan öğrencinin naklini, öğrenci velisinin başvurusu üzerine e-Okul sisteminde gerçekleştirir. (2) (Değişik:RG-16/6/2016-29744) Nakiller eylül ayının ilk iş günü başlar ve ders yılı sonuna 15 iş günü kalıncaya kadar devam eder. Ancak doğal afet, sağlık ve ailenin adres değişikliği gibi nedenlerde bu süre aranmaz. (3) İller arası nakillerde en çok beş günlük süre devamsızlıktan sayılmaz.” hükümleri doğrultusunda gerçekleştirilir.Yine aynı Yönetmeliğin 11’inci maddesinin beşinci fıkrasının (f) bendindeki ""Kayıtlarda bir sonraki eğitim ve öğretim yılında zorunlu eğitime başlayacak çocuklar ile okulun bulunduğu kayıt alanındaki çocuklara öncelik tanınır...."" ifadesi gereği çocukların öncelikle kayıt alanındaki okula kayıt edilmesi gerekmekle birlikte fizikî mekanı müsait olan kayıt alanı dışındaki okul öncesi eğitim kurumlarına nakil  yaptırılması da  mümkündür.</s>"
872,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Okul öncesi eğitim kurumlarında bir şubede kaç çocuk bulunabilir?[/INST]  Ancak okul öncesi eğitimde fırsat eşitliğini sağlamak için nüfusu az ve dağınık olan köy ve benzeri yerleşim yerlerinde en az 5 çocuk bulunması hâlinde bir grup oluşturularak ana sınıfı açılabilecektir.</s>
873,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Okul öncesi eğitimde çocukların yerleştirileceği kurumlar neye göre belirlenir?[/INST]  Millî Eğitim Bakanlığı Okul Öncesi Eğitim ve İlköğretim Kurumları Yönetmeliğinin 10’uncu maddesinin birinci fıkrasındaki ""Öğrencilerin, yerleştirilecekleri okulları belirlemek üzere mart ayında il/ilçe millî eğitim müdürünün görevlendireceği müdür yardımcısı veya şube müdürünün başkanlığında, eğitim bölgesindeki okulların özelliklerine göre seçilen en çok beş okul müdüründen öğrenci yerleştirme komisyonu oluşturulur. Kayıt alanı belirlenecek okulların müdürlerinin de görüşleri alınır. Gerek görülmesi hâlinde görüşleri alınmak üzere ilgili yerleşim biriminin köy/mahalle muhtarları ile kamu kurum ve kuruluşlarının yetkilileri de toplantıya davet edilebilir."" hükmü gereği okul öncesi eğitim ve ilköğretim kurumlarına devam edecek olan çocukların kayıt edileceği okullar belirlenip e-Okul sistemine işlenir. Okul öncesi eğitim isteğe bağlı bir kademe olmasına rağmen bir sonraki eğitim öğretim yılında ilkokula başlayacak olan her çocuk,yerleşim yeri adresinin yakınındaki bir okul öncesi eğitim kurumunun aday kayıt sistemine düşmektedir. Çocuğun hangi okulun aday kayıt sisteminde olduğu en yakın okul öncesi eğitim kurumundan ya da yerleşim yeri adresinin bulunduğuil/ilçe millî eğitim müdürlüklerinden öğrenilebilir.</s>"
